Category,cleaned_resume
Operations Manager,"MS Office, Internet Applications, ERP systems, SAGE, Flotilla, LM ERP, Tally 9, WMS, Exceed 4000, Employee Resource Group, Enterprise Resource Planning, Logistics Management, Inventory Management, Warehousing, Procurement, Vendor Development, Freight Management, Costing, MIS Reporting, Customer Complaint Handling, Underwriting, Data Entry, Team Leadership, Negotiation, Shipping, Customs Clearance, Document Preparation, ISO Standards Compliance, Database Management, Customer Service, Billing, Export Documentation, Stock Control, After Sales Service"
Operations Manager,"Operations Management, Project Management, Client Liaison, Quality Management, Budget Monitoring, Team Coordination, Engineering Application Development, Documentation Management, Risk Management, Estimation Preparation, Hardware Configuration, Software Engineering, HMI Development, Process Control, PLC Programming, SCADA Systems, System Architecture, Communication Skills, Technical Advising, Internal Audits, ISO 9001:2008 Compliance, Resource Management, Change Order Management, Meetings Facilitation, Progress Reporting, Customer Relationship Management."
Operations Manager,"Operations Management, Service Delivery Management, Project Management, Talent Management, Technical Support, CRM Support, Database Replication, Performance Management, Compliance Monitoring, Risk Assessment, Coaching, Training and Development, Metrics Reporting, Process Improvement, Escalation Management, Team Leadership, Audit Participation, Client Relationship Management, Communication Skills, Problem-Solving, Negotiation Skills, Time Management, Employee Development, Strategic Planning, Quality Assurance, Workflow Management, Efficiency Projects, Process Documentation"
Operations Manager,"Multi-Operations Management, People Management, Customer Services, MIS, Vendor & Client Services Management, Cross Functional Coordination, Banking & Financial Services, Transaction Monitoring, ATM Operations, Prepaid Card Operations, POS Operations, Communication, Relationship Building, Interpersonal Skills, Analytical Skills, Problem Solving, Organizational Abilities, Leadership Qualities, Customer Centric Operations, Preventive Actions, Corrective Actions, Training Needs Analysis, Training Program Development, Daily MIS Reporting, Performance Measurement, Process Definition, Vendor SLA Management, Payment Issue Resolution, Project Management, Software Development Coordination, Team Building, Quality Assurance, External Audit Engagements, Communication Skills, Time Management, Decision Making, Organizational Skills, Analytical Skills, Operational Efficiency Improvement, Talent Retention, Customer Satisfaction, Policy Development, Query Resolution, KYC Document Collection, Stock Management, Deployment Management, QC of Applications."
Operations Manager,"MS Office, Internet Applications, ERP systems, SAGE, Flotilla, LM ERP, Tally 9, WMS, Exceed 4000, Employee Resource Group, Enterprise Resource Planning, Logistics Management, Freight Management, Materials Management, Inventory Management, Warehousing, Procurement, Vendor Development, Customs Clearance, Billing, Customer Service, Costing, Underwriting, MIS Reporting, Team Leadership, HR Functions, Negotiation Skills, Problem Solving, Communication Skills, Data Entry, Customer Complaint Handling, Report Generation."
Operations Manager,"Operations management, project management, client communication, quality management, engineering management, team coordination, project scheduling, estimation preparation, technical documentation, PLC application development, SCADA application development, risk management, resource management, internal auditing, ISO 9001:2008 quality system, engineering and commissioning of process plants, hardware configuration, application development, training, budgeting, cost control, change order management, invoicing compliance, project evaluation, site activity planning, client satisfaction monitoring, report preparation, project closeout."
Operations Manager,"Operations Management, Service Delivery Management, Project Management, Transitions Management, Talent Management, Technical Support, SQL Server, Performance Management, Compliance Monitoring, Risk Assessment, Employee Development, Coaching, Team Leadership, Audit, Metrics Reporting, Process Improvement, Training and Development, Customer Relationship Management, Negotiation Skills, Problem Solving, Knowledge Management, Efficiency Projects, Quality Assurance"
Operations Manager,"Multi-Operations Management, People Management, Customer Services, MIS, Vendor & Client Services Management, Cross Functional Coordination, Banking & Financial Services, Transaction Monitoring, ATM Operations, Prepaid Card Operations, POS Operations, Communication, Relationship Building, Interpersonal Skills, Analytical Skills, Problem Solving, Organizational Skills, Team Building, Training, Quality Assurance, Process Improvement, Email Management, Time Management, Decision Making, Risk Analysis, Customer Satisfaction, Operational Efficiency, Stakeholder Management"
Operations Manager,"MS Office, Internet Applications, ERP systems, SAGE, Flotilla, LM ERP, Tally 9, WMS, Exceed 4000, Employee Resource Group, Enterprise Resource Planning, Logistics Management, Freight Management, Materials Management, Inventory Management, Warehousing, Distribution, Purchase/Procurement, Vendor/Supplier Development, Customs Clearance, ISO 9001-2008 standards, Customer Relationship Management, Problem Solving, Negotiation, MIS Reporting, Data Entry, Underwriting, Costing, Customer Complaint Handling, HR Functions, Recruitment, Interviewing, Finalizing Candidates, Shipping, Imports, Exports, Accounting, Inventory Control, Quality Control, Supplier Pre-Qualification, Vendor Registrations, Tracking and Tracing, Export Documentation, Inventory Management, Stock Control."
Operations Manager,"Operations Management, Project Management, Pre-sales Support, Proposal Preparation, Engineering Management, Quality Management, Client Liaison, Budget Monitoring, Team Coordination, Change Order Management, Documentation, Estimation, Hardware Configuration, Application Development, HMI Development, Testing, Resource Management, Risk Identification, Scheduling, Internal Audits, ISO 9001:2008 Quality System, Inverter-Converter Systems, Power Devices (IGBTs, Thyristors), SAP System."
Operations Manager,"Operations Management, Service Delivery Management, Project Management, Talent Management, Technical Support, Compliance Monitoring, Performance Management, Training and Development, Risk and Control Self-Assessment, Metrics Reporting, Process Improvement, Team Leadership, Client Relationship Management, Coaching, Negotiation, Root Cause Analysis, Audit Participation, Application Support, Database Replication, SQL Server, Customer Service, Accounts Receivable Management"
Operations Manager,"Multi-Operations Management, People Management, Customer Services, MIS, Vendor & Client Services Management, Cross Functional Coordination, Banking & Financial Services, Transaction Monitoring, ATM Operations, Prepaid Card Operations, POS Operations, Communication, Relationship Building, Interpersonal Skills, Analytical Skills, Problem Solving, Organizational Abilities, Leadership Qualities, Customer Centric Operations, Service Quality, Training Program Development, Performance Measurement, Efficiency and Effectiveness, Vendor SLA Analysis, Payment Processing, Team Management, Software Development Coordination, Process Improvement, Quality Maintenance, External Audit Engagement, Coaching, Mentoring, Decision Making, Time Management, Operational Efficiency, KYC Document Collection, Stock Management, Deployments Management, Inward and Outward QC Management."
Operations Manager,"MS Office, Internet Applications, ERP systems, SAGE, Flotilla, LM ERP, Tally 9, WMS, Exceed 4000, Employee Resource Group, Enterprise Resource Planning, Logistics Management, Freight Management, Inventory Management, Warehousing, Purchasing, Procurement, Vendor Development, Customer Service, Data Entry, Underwriting, Costing, MIS Reporting, Negotiation, Customs Clearance, ISO Standards, Export Documentation, Stock Control, Supply Chain Management"
Operations Manager,"Operations Management, Project Management, Quality Management, Client Liaison, Budget Monitoring, Contract Management, Team Coordination, Engineering Management, RFQ Review, SOW Review, Project Execution Planning, Change Order Management, Technical Documentation, Estimation Preparation, HMI Development, PLC Programming, SCADA Application Development, Hardware Configuration, Process Plant Commissioning, Risk Identification, Resource Management, Internal Audits, ISO 9001:2008 Quality System, Communication Skills, Problem Solving, Time Management, Leadership, Training."
Operations Manager,"Operations Management, Service Delivery Management, Project Management, Talent Management, Technical Support, Customer Relationship Management, Team Leadership, Process Improvement, Compliance Monitoring, Performance Management, Training and Development, Metrics Reporting, Risk Management, Root Cause Analysis, Audit Participation, Negotiation Skills, Coaching and Mentoring, Database Replication, SQL Server, Application Health Checks, KYC Monitoring, Six Sigma, Quality Assurance, Business Analysis, Employee Development, Conflict Resolution, Work Efficiency, Communication Skills, Strategic Planning, Goal Setting, Stakeholder Management"
Operations Manager,"Multi-Operations Management, People Management, Customer Services, MIS, Vendor & Client Services Management, Cross Functional Coordination, Banking & Financial Services, Transaction Monitoring, ATM Operations, Prepaid Card Operations, POS Operations, Communication Skills, Relationship Building, Interpersonal Skills, Analytical Skills, Problem Solving, Organizational Skills, Operations Management, Customer Satisfaction, Training Development, Performance Measurement, Vendor Management, Software Development Coordination, Process Improvement, Quality Assurance, Team Building, Audit Engagements, Coaching, Mentoring, Time Management, Decision Making, Process Design, Operational Efficiency, KYC Documentation, Stock Management, Deployment Management, Quality Control"
Operations Manager,"MS Office, Internet Applications, ERP systems, SAGE, Flotilla, LM ERP, Tally 9, WMS, Exceed 4000, Employee Resource Group, Enterprise Resource Planning, Logistics Management, Freight Management, Materials Management, Inventory Management, Warehousing, Procurement, Vendor Development, Customs Clearance, Customer Service, Data Entry, Underwriting, Costing, MIS Reporting, HR Functions, Negotiation, Problem Solving, Shipping, Import/Export Management, ISO Standards, Documentation."
Operations Manager,"Operations Management, Project Management, Client Communication, Quality Management, Team Coordination, Budget Monitoring, Engineering Estimation, Documentation, Process Automation, PLC Programming, SCADA Development, Hardware Configuration, Application Development, Project Scheduling, Risk Management, Internal Audits, ISO 9001:2008 Quality System, Technical Advising, Resource Management, Change Order Management, Meeting Facilitation, Engineering Design, HMI Development, Training, Process Plants Commissioning, SAP System Handling."
Operations Manager,"Operations Management, Service Delivery Management, Project Management, Transitions Management, Talent Management, Technical Support, CRM, SQL Server, Metrics Reporting, Process Improvement, Performance Management, Team Leadership, Coaching, Compliance Monitoring, Risk Assessment, Communication, Training and Development, Negotiation, Auditing, Customer Relationship Management, Conflict Resolution, Employee Development, Escalation Management, Data Analysis, Quality Assurance, Business Process Optimization"
Operations Manager,"Multi-Operations Management, People Management, Customer Services, MIS, Vendor & Client Services Management, Cross Functional Coordination, Banking & Financial Services, Transaction Monitoring, ATM Operations, Prepaid Card Operations, POS Operations, Communication, Relationship Building, Analytical Skills, Problem Solving, Organizational Skills, Leadership Qualities, Customer Satisfaction, Training Development, Performance Evaluation, Efficiency Measurement, Process Definition, Vendor Management, Project Management, Time Management, Decision Making, Coaching, Mentoring, Quality Assurance, Audit Engagements, Process Gap Analysis, Operational Efficiency, Talent Retention, KYC Compliance, EDC Terminal Management, Deployment Management, Quality Control"
Operations Manager,"MS Office, Internet Applications, ERP systems, SAGE, Flotilla, LM ERP, Tally 9, WMS, Exceed 4000, Employee Resource Group, Enterprise Resource Planning, Logistics Management, Freight Management, Materials Management, Inventory Management, Warehousing, Procurement, Vendor Development, Customer Relationship Management, ISO 9001-2008 compliance, Customs Clearance, Supply Chain Management, Shipping, Import/Export formalities, Billing, Documentation, Costing of Insurance products, Customer Complaint Handling, MIS Reporting, Team Management, Data Entry, Underwriting, Negotiation Skills, Problem Solving, Time Management, General Office Duties."
Operations Manager,"Operations Management, Project Management, Client Liaison, Proposal Development, Quality Management, Budget Monitoring, Team Coordination, Contract Management, Engineering Management, Technical Documentation, Estimation, Scheduling, Risk Management, PLC Programming, SCADA Systems, Hardware Configuration, Application Development, System Architecture, HMI Development, Testing and Quality Checks, Internal Audits, ISO 9001:2008 Quality System, Communication Skills, Resource Management, Process Improvement, Change Order Management, Engineering Activities Planning, Pre-sales Support, Customer Relationship Management."
Operations Manager,"Operations Management, Operations Management, Service Delivery Management, Project Management, Transitions Management, Talent Management, Technical Support, SQL Server Replication, MIS Reporting, Risk and Control Self Assessments, Coaching, Performance Management, Compliance Monitoring, Analysis, Quality Control, Training and Development, Communication Skills, Problem Solving, Team Leadership, Client Management, Audit Participation, Employee Development, Process Improvement, Escalation Management, Customer Service, Metrics Reporting, Application Support, Database Management, Knowledge Management."
Operations Manager,"Multi-Operations Management, People Management, Customer Services, MIS, Vendor & Client Services Management, Cross Functional Coordination, Banking & Financial Services, Transaction Monitoring, ATM Operations, Prepaid Card Operations, POS Operations, Communication Skills, Relationship Building, Interpersonal Skills, Analytical Skills, Problem Solving, Organizational Skills, Leadership Qualities, Customer Satisfaction, Training Development, Performance Measurement, Process Efficiency, Vendor Management, Project Management, Time Management, Decision Making, Quality Management, Audit Engagements, Team Building, Process Improvement, KYC Compliance, Technical Operations, Stakeholder Interaction, Operational Efficiency, Personal and Professional Growth, POS Terminal Management, Quality Control"
Operations Manager,"MS Office, Internet Applications, ERP systems, SAGE, Flotilla, LM ERP, Tally 9, WMS, Exceed 4000, Employee Resource Group, Enterprise Resource Planning, Freight Management, Logistics Management, Materials Management, Inventory Management, Warehousing, Distribution, Purchase, Procurement, Vendor Development, Supplier Development, ISO 9001-2008 compliance, Customer Service, Data Entry, Underwriting, Costing, MIS Reporting, Negotiation, Team Leadership, Inventory Control, Customs Clearance, Documentation, Billing, Customer Relationship Management, Problem Solving, Project Management, Communication Skills, Recruitment, Training, Coordination, Operational Support, Cash Handling."
Operations Manager,"Operations Management, Project Management, Client Relationship Management, Quality Management Systems, Team Coordination, Budget Monitoring, Engineering Documentation, Proposal Support, Technical Advising, Scheduling, PLC and SCADA Application Development, Hardware Configuration, Application Development, System Architecture Design, Estimation Preparation, Risk Identification, Process Plant Engineering, Internal Audits, ISO Quality System, Inverter-Converter Systems, SAP System"
Operations Manager,"Operations Management, Service Delivery Management, Project Management, Transitions Management, Talent Management, Technical Support, CRM Support, SQL Server Replication, Performance Management, Compliance Monitoring, Risk Assessment, Coaching, Training and Development, Metrics Reporting, Process Improvement, Team Leadership, Client Relationship Management, Audit Participation, Performance Appraisals, Communication Skills, Problem Solving, Negotiation Skills, Strategic Planning, Employee Development"
Operations Manager,"Multi - Operations Management, People Management, Customer Services, MIS, Vendor & Client Services Management, Cross Functional Coordination, Banking & Financial Services, Transaction Monitoring, ATM Operations, Prepaid Card Operations, POS Operations, Communication, Relationship Building, Interpersonal Skills, Analytical Skills, Problem Solving, Organizational Abilities, Customer Satisfaction, Service Quality, Training Needs Analysis, Training Program Development, Performance Evaluation, Efficiency Measurement, SLA Adherence, Vendor Management, Payment Processing, Process Planning, Team Management, Software Development Coordination, Process Improvement, Quality Assurance, Audit Engagement, Coaching, Mentoring, Communication Skills, Time Management, Decision Making, Process Gap Analysis, Operational Efficiency, Customer Satisfaction Improvement, KYC Document Collection Management, Stock Management, Terminal Deployment Management, Inward/Outward Management, Quality Control of Applications."
Operations Manager,"MS Office, Internet Applications, ERP systems, SAGE, Flotilla, LM ERP, Tally 9, WMS, Exceed 4000, Employee Resource Group, Enterprise Resource Planning, Logistics Management, Freight Management, Materials Management, Inventory Management, Warehouse Management, Purchase Procurement, Vendor Development, Customer Relationship Management, Document Preparation, Billing, Negotiation, Data Entry, MIS Reporting, Underwriting, Costing, Customer Complaint Handling, Recruitment, Supplier Development, Customs Clearance, ISO Standards, Shipping and Imports Management"
Operations Manager,"Operations Management, Project Management, Engineering Management, Client Liaison, Contract Management, Quality Management, Budget Monitoring, Team Coordination, Proposal Development, RFQ Review, SOW Review, Change Order Management, Estimation Preparation, Technical Documentation, HMI Development, Application Development, Hardware Configuration, Process Control, System Architecture, Risk Management, Internal Audits, SAP System Handling, PLC Programming, SCADA Development, Technical Support, Resource Management, Communication Skills, Time Management, Problem Solving, Training and Development."
Operations Manager,"Operations Management, Service Delivery Management, Project Management, Transitions Management, Talent Management, Performance Management, Training and Development, Technical Support, CRM Systems, Database Replication, Accounts Receivables Management, Coaching, Compliance Monitoring, Risk Assessment, Audit Participation, MIS Reporting, Customer Service, Team Leadership, Process Improvement, Negotiation Skills, Vendor Management, Root Cause Analysis, Employee Development, Performance Appraisals, Efficiency Projects, Communication Skills, Problem Solving, Strategic Planning, Data Analysis, Documentation."
Operations Manager,"Multi - Operations Management, People Management, Customer Services, MIS, Vendor & Client Services Management, Cross Functional Coordination, Banking & Financial Services, Transaction Monitoring, ATM Operations, Prepaid Card Operations, POS Operations, Effective communication, Relationship building, Interpersonal skills, Analytical skills, Problem solving, Organizational abilities, Leadership qualities, Customer centric operations, Service quality norms, Training needs analysis, Developing training programs, Daily MIS reports, Performance measurement, Vendor SLA analysis, Payment processing, Project management, Coaching, Mentoring, Quality assurance, Audit engagement, Process gap analysis, Stakeholder interaction, Operational efficiency enhancement, Team building, Customer satisfaction, Policy development, KYC document collection, Terminal management, Deployment management, Quality control."
Operations Manager,"MS Office, Internet Applications, ERP systems, SAGE, Flotilla, LM ERP, Tally 9, WMS, Exceed 4000, Employee Resource Group, Enterprise Resource Planning, Logistics Management, Vendor/Supplier Development, Freight Management, Materials/Inventory Management, Warehousing & Distributions, Purchase/Procurement, Costing, Underwriting, Customer complaint handling, MIS reporting, Inventory Control, Shipping, Imports, Customs clearance, Negotiation, Data entry, Operations SOP, HR functions, Project management, Problem-solving, Customer service, Documentation, Billing, ISO standards, Tracking and tracing, Communication skills, Team management."
Operations Manager,"Operations Management, Project Management, Client Liaison, Contract Review, Quality Management, Budget Monitoring, Team Coordination, Engineering Management, Documentation, Process Engineering, PLC Programming, SCADA Application Development, Technical Support, Estimation Preparation, Change Order Management, Engineering Design, Hardware Configuration, Application Development, Testing and Quality Assurance, Risk Management, Resource Management, Internal Audits, ISO 9001:2008 Quality System, SAP System."
Operations Manager,"Operations Management, Service Delivery Management, Project Management, Transitions Management, Talent Management, Technical Support, CRM Support, SQL Server Replication, Performance Management, Compliance Monitoring, Risk Assessment, Coaching, Training and Development, Metrics Reporting, Auditing, Business Resumption Planning, Negotiation, Team Leadership, Problem Solving, Data Analysis, Process Improvement, Customer Service, Communication Skills, Escalation Management, Employee Development, Quality Assurance, Knowledge Management"
Operations Manager,"Multi-Operations Management, People Management, Customer Services, MIS, Vendor & Client Services Management, Cross Functional Coordination, Banking & Financial Services, Transaction Monitoring, ATM Operations, Prepaid Card Operations, POS Operations, Communication, Relationship Building, Interpersonal Skills, Analytical Skills, Problem Solving, Organizational Skills, Leadership Qualities, Customer Satisfaction, Service Quality, Training and Development, Performance Evaluation, Efficiency Measurement, Process Definition, Vendor SLA Management, Payment Processing, Team Management, Software Development Coordination, Technical Operations, NOC Operations, Quality Management, Audit Engagement, Coaching, Mentoring, Decision Making, Process Improvement, Customer Feedback Management, KYC Document Collection, Stock Management, Terminal Deployments, Quality Control."
Operations Manager,"MS Office, Internet Applications, ERP systems, SAGE, Flotilla, LM ERP, Tally 9, WMS, Exceed 4000, Employee Resource Group, Enterprise Resource Planning, Costing, MIS reporting, Shipping, Imports, Warehousing, Distribution, Freight Management, Logistics Management, Materials Management, Inventory Management, Procurement, Vendor Development, ISO 9001-2008 compliance, Customer Service, Export Coordination, Documentation, Customs Clearance, Inventory Control, Communication Skills, Problem Solving, Data Entry, Team Management."
Operations Manager,"Operations Management, Project Management, Budget Monitoring, Quality Management System, Engineering and Commissioning of Process Plants, PLC Application Development, SCADA Application Development, Technical Documentation, Resource Management, Schedule Tracking, Client Communication, Change Order Management, Team Coordination, Risk Identification, Electrical Hardware Configuration, System Architecture Design, HMI Development, Testing and Quality Checks, Internal Audits, ISO 9001:2008 Quality System Compliance, Estimation Preparation, Proposal Review, Client Satisfaction, Communication Skills, Problem Solving, Analytical Skills."
Python Developer,"Python, MongoDB, MySQL, AS/400, Flask, RESTful API, Numpy, GIT, Pivotal Cloud Foundry, Java, RPG, SQL, HTML, CSS, Django, Agile methodology, Software Development Life Cycle (SDLC), Debugging, Testing, Communication skills, Interpersonal skills, Hardworking, Result-oriented"
Python Developer,Python Development
Python Developer,"Python, Tensorflow, Numpy, C, C++, MySQL"
Python Developer,"Python, Django, DRF, MySQL, Oracle, Sqlite, MongoDB, CSS, HTML, RESTful Web Services, Agile, Scrum, GitHub, Jira, Windows, Unix, JSON, SQLAlchemy, web services, CRUD, Postman, web crawling, MVT"
Python Developer,"Python, Database, MySQL, Django, HTML5, REST API, OpenCV, PIL, Numpy, Git"
Python Developer,"python scripting, programming, developing, frontend, html, numpy, pandas, matplotlib, requests, beautiful soup, mysql, django, web scraping, C, C++, Java"
Python Developer,"Python, AS/400, MongoDB, MySQL, Flask, RESTful API, Numpy, GIT, Pivotal Cloud Foundry, Java, Stream serve, ERP, RPG, DB2, SQL, HTML, CSS, Angular, German A1 Level, Debugging, Testing, Agile methodology, Software Development Life Cycle (SDLC), Customer Interaction, Requirement Gathering, Solution Document, Coding, UTP, UTR, PTF, SOW submission, Change Control, Communication skills, Interpersonal skills, Hardworking, Result oriented."
Python Developer,Python Development
Python Developer,"Python, Tensorflow, Numpy, C, C++, MySQL"
Python Developer,"Python, Django, DRF, MySQL, Oracle, Sqlite, MongoDB, CSS, HTML, RESTful Web Services, Agile, Scrum, Github, Jira, Windows, Unix, web services, Logger, JSON, REST, SQLit3"
Python Developer,"PYTHON, DATABASE, MYSQL, DJANGO, HTML5, REST API, OpenCV, PIL, Numpy, Git"
Python Developer,"python scripting, programming, developing, frontend, html, numpy, pandas, matplotlib, requests, beautiful soup, mysql, django, web scraping, C, C++, Java, Tk"
Python Developer,"Python, AS/400, MongoDB, MySQL, RESTful API, Flask, Numpy, GIT, Pivotal Cloud Foundry, M3 ERP, Java, Stream Serve, Debugging, Testing, Agile methodology, Software Development Life Cycle (SDLC), customer interaction, solution documentation, communication skills, interpersonal skills, hardworking, result-oriented, German A1 Level, RPG, RPGLE, ILE RPG, ILE CL, DB2, SQL, HTML, CSS, Django, Angular 6"
Python Developer,Python Developer
Python Developer,"Python, Tensorflow, Numpy, C, C++, MySQL"
Python Developer,"Python, Django, DRF, MySQL, Oracle, Sqlite, MongoDB, CSS, HTML, RESTful Web Services, Agile, Scrum, GitHub, Jira, Unix, JSON, SQLAlchemy, web services, CRUD, Postman"
Python Developer,"Python, Database, MySQL, Django, HTML5, REST API, OpenCV, PIL, Numpy, Unit testing, Debugging, Git"
Python Developer,"skills  
Windows, MS Excel, MS Office, MS Power Point, Python, python scripting, programming, developing, frontend, html, numpy, pandas, matplotlib, requests, beautiful soup, mysql, django, web scraping, C, C++, Java, Tk"
Python Developer,"Python, AS/400, MongoDB, MySQL, RESTful API, Flask, Numpy, GIT, Pivotal Cloud Foundry, Java, Stream Server, RPG/400, CL/400, ILE RPG, ILE CL, DB2/400, QUERY400, SQL/400, Subfiles, Printer Files, PF, LF, German A1 Level"
Python Developer,Python Development
Python Developer,"Python, Tensorflow, Numpy, C, C++, MySQL"
Python Developer,"Python, Django, DRF, MySQL, Oracle, Sqlite, MongoDB, CSS, HTML, RESTful Web Services, Agile, Scrum, Github, Jira, Windows, Unix, web services, Logger, JSON, REST, SQLit3, HTML5, CSS3, SQLAlchemy, Urllib"
Python Developer,"Python, Database, MySQL, Django, HTML5, REST API, OpenCV, PIL, Numpy, Git"
Python Developer,"python scripting, programming, developing, frontend, html, numpy, pandas, matplotlib, requests, beautiful soup, mysql, django, web scraping, C, C++, Java, Tk"
Python Developer,"Python, MongoDB, MySQL, Flask, RESTful API, Numpy, AS/400, GIT, Pivotal Cloud Foundry, Java, Stream Serve, ERP Development, RPG, ILE RPG, ILE CL, DB2, SQL, HTML, CSS, Django, Agile Methodology, SDLC, Debugging, Testing, Communication Skills, Interpersonal Skills, Hardworking, Result Oriented"
Python Developer,Python Developer
Python Developer,"Python, Tensorflow, Numpy, C, C++, MySQL"
Python Developer,"Python, Django, DRF, MySQL, Oracle, Sqlite, MongoDB, CSS, HTML, RESTful Web Services, Agile, Scrum, Github, Jira, Windows, Unix, JSON, REST, SQLAlchemy, web services"
Python Developer,"Python, Database, MySQL, Django, HTML5, REST API, OpenCV, PIL, Numpy, Git"
Python Developer,"skills: Windows, MS Excel, MS Office, MS Power Point, python scripting, programming, developing, frontend, html, numpy, pandas, matplotlib, requests, beautiful soup, mysql, django, web scraping, C, C++, Java, Tk"
Python Developer,"Python, AS/400, MongoDB, MySQL, Flask, RESTful API, Numpy, GIT, Pivotal Cloud Foundry, Java, ERP development, RPG/400, CL/400, ILE RPG, ILE CL, DB2/400, SQL/400, HTML, CSS, DJango, Angular, German A1 Level"
Python Developer,Python Developer
Python Developer,"Python, Tensorflow, Numpy, C, C++, MySQL"
Python Developer,"Python, Django, DRF, MySQL, Oracle, Sqlite, MongoDB, CSS, HTML, RESTful Web Services, Agile, Scrum, Github, Jira, Windows, Unix, JSON, Web Services, SQLAlchemy"
Python Developer,"Python, MySQL, Django, HTML5, REST API, OpenCV, PIL, Numpy, Git"
Python Developer,"Operating Systems: Windows, MS Excel, MS Office, MS Power Point, python scripting, programming, developing, frontend, html, numpy, pandas, matplotlib, requests, beautiful soup, mysql, django, web scraping, C, C++, Java, Tk"
Python Developer,"Python, AS/400, MongoDB, MySQL, Flask, RESTful API, Numpy, GIT, Pivotal Cloud Foundry, Java, RPG, RPGLE, ILE RPG, ILE CL, DB2, SQL, HTML, CSS, DJango, Angular 6, German A1 Level, Debugging, Testing, Agile methodology, Software Development Life Cycle (SDLC), Customer Interaction, Requirement Gathering, Estimation, Solution Document, UTP, UTR, PTF, SOW, Change Control, Teamwork, Communication Skills, Interpersonal Skills, Hardworking, Result Oriented"
Python Developer,Python Developer
Python Developer,"Ubuntu, Fedora, Cent OS, Windows, MySQL, Python, Tensorflow, Numpy, C, C++, Python developer"
Python Developer,"Python, Django, DRF, MySQL, Oracle, Sqlite, MongoDB, CSS, HTML, RESTful Web Services, Agile, Scrum, Github, Jira, Windows, Unix, JSON, SQLAlchemy, Web Services (REST), Urllib"
Python Developer,"Python, Database, MySQL, Django, HTML5, REST API, OpenCV, PIL, Numpy, Unit testing, Debugging, Git"
Python Developer,"python scripting, programming, developing, frontend, html, numpy, pandas, matplotlib, requests, beautiful soup, mysql, django, web scraping, C, C++, Java, Tk"
Python Developer,"Python, AS/400, MongoDB, MySQL, Flask, RESTful API, Numpy, GIT, Pivotal Cloud Foundry, Java, ERP development, RPG/400, CL/400, ILE RPG, ILE CL, DB2/400, SQL/400, HTML, CSS, DJango, Angular 6, German A1 level, Debugging, Testing, Agile methodology, Software Development Life Cycle (SDLC), Customer Interaction, Requirement Gathering, Solution Documentation, Change Control, Communication Skills, Interpersonal Skills, Teamwork, Hardworking, Result-oriented"
Python Developer,Python Developer
Python Developer,"Ubuntu, Fedora, Cent OS, Windows, MySQL, Python, Tensorflow, Numpy, C, C++, Python developer"
Python Developer,"Python, Django, DRF, MySQL, Oracle, Sqlite, MongoDB, CSS, HTML, RESTful Web Services, Agile, Scrum, Github, Jira, Windows, Unix, JSON, REST, SQLAlchemy, web services, MVT"
Python Developer,"Python, Database, MySQL, Django, HTML5, REST API, OpenCV, PIL, Numpy, Unit testing, Debugging, Git"
Python Developer,"Operating Systems: Windows, MS Excel, MS Office, MS Power Point, python scripting, programming, developing, frontend, html, python library, numpy, pandas, matplotlib, requests, beautiful soup, mysql, django, web scraping, C, C++, Java, Tk"
DevOps Engineer,"Cloud Computing, Shell Scripting, Python, Automation, Solution Architect, Azure, AWS, Linux/Unix, Puppet, Redhat Satellite, MySQL, HTML, Oracle, SQL"
DevOps Engineer,"C, C++, SQL, PL/SQL, Core Java, Javascript, HTML, CSS, jQuery, JavaEE, MySQL, Python, AWS, Xilinx, Modelsim, Matlab, Multisim, Windows XP, Vista, 07, 08, Ubuntu"
DevOps Engineer,"Ant, Maven, GIT, Bitbucket, Jenkins, Linux, Ansible, Shell Scripting, Requirement Gathering, Continuous Integration and Continuous Deployment, Software Development Life Cycle, Software Testing Life Cycle, Documentation & Reporting, Test Reports, Dev-ops methodologies, C, Core Java, Apache Tomcat server, Deployment, Documentation, Change Management, Configuration Management"
DevOps Engineer,"MS Technology .Net, SharePoint, MS SQL, Oracle PL/SQL, Project Management, Cloud Computing, XML, XAML, XSLT, HTML5, DHTML, CSS3, JavaScript, JQuery, JSON, AngularJS, Web API, OData Service, VBScript, Node JS, QA Activities, Project Delivery Frameworks, UI Design, Mobile Development, JAVA, JSP, SWING, J2EE, Service Oriented Architecture, Web Service, WCF Service, Requirement Gathering, Design Pattern, MVC, MVP, Abstract Factory, OOAD, UML, .NET SAP Connector, Client Management, SAP Web Channel, SAP Enterprise Portal, Android, iOS, Team Foundation Server, GitHub, IBM Rational, Key Account Management, DevOps, Team Forge, SharePoint Portal Administration, CollabNet, JIRA, IOT Implementation, Web/Data analytics, Machine Learning, AI, BI tools, Crystal report, Escalation Management, SSRS, Tableau, Micro Strategy, QlikView, IT Network, Infrastructure Monitoring, Centreon, Cisco Meraki, BizTalk BAM, Team Building, Leadership, Liaison, Coordination, Reporting, Documentation, Technical Architect, Time Management, Collaboration, Planning, Information Security Management, Communication, Quality Assurance."
